id,datetime,visitor_id,device_type,revenue,tax,id,device_name
102,2019-10-23 00:00:00,66936803455365,4,311.3565701155496,0.19,4,Unknown
103,2019-09-13 00:00:00,3620244770672,2,237.56056920953228,0.07,2,Tablet
104,2019-09-06 00:00:00,24415201533027,4,498.8462398151999,0.07,4,Unknown
105,2019-08-10 00:00:00,16017849869680,1,240.8538628120395,0.07,1,Desktop
106,2019-09-11 00:00:00,16788677621254,4,155.06993727364883,0.19,4,Unknown
107,2019-08-28 00:00:00,97387717610795,4,502.23403112080496,0.19,4,Unknown
108,2019-08-19 00:00:00,80913862475882,1,487.06657827257675,0.07,1,Desktop
109,2019-10-10 00:00:00,4018486171538,1,371.8349701671617,0.19,1,Desktop
110,2019-08-07 00:00:00,33554454888315,4,492.0164973844953,0.07,4,Unknown
111,2019-09-10 00:00:00,92135875173920,4,99.82619966051314,0.07,4,Unknown
112,2019-09-02 00:00:00,14434468476221,3,506.9262043875472,0.19,3,Mobile Phone
113,2019-08-06 00:00:00,73892145464552,3,578.8317927555909,0.19,3,Mobile Phone
114,2019-11-02 00:00:00,26065535427631,3,485.45960485895085,0.19,3,Mobile Phone
115,2019-10-03 00:00:00,20104247976544,2,46.799206988750306,0.07,2,Tablet
116,2019-09-30 00:00:00,11071240449757,1,59.677598552292075,0.19,1,Desktop
117,2019-10-26 00:00:00,34402063431352,3,139.21802875969854,0.07,3,Mobile Phone
118,2019-10-22 00:00:00,87979838607055,3,132.75577740154162,0.19,3,Mobile Phone
119,2019-08-30 00:00:00,24371325021137,1,642.0561967775558,0.19,1,Desktop
120,2019-09-09 00:00:00,94923739193007,3,369.49538502668116,0.19,3,Mobile Phone
121,2019-10-20 00:00:00,2144985475998,3,127.1177327235925,0.19,3,Mobile Phone
122,2019-10-15 00:00:00,32230429966306,4,30.215840512169848,0.19,4,Unknown
123,2019-08-26 00:00:00,70302616411659,1,651.7981977352306,0.19,1,Desktop
124,2019-08-19 00:00:00,33473130421512,1,51.11400650651672,0.07,1,Desktop
125,2019-08-24 00:00:00,30242889444581,3,289.99681791354,0.19,3,Mobile Phone
126,2019-09-24 00:00:00,62547685303839,4,312.13702437146236,0.07,4,Unknown
127,2019-08-24 00:00:00,29739454337412,2,382.604567523133,0.07,2,Tablet
128,2019-09-14 00:00:00,58342887421824,2,264.31162324663075,0.07,2,Tablet
129,2019-08-22 00:00:00,57711266526931,4,579.3166305058159,0.07,4,Unknown
130,2019-08-28 00:00:00,58711966291507,3,461.54106603121994,0.07,3,Mobile Phone
131,2019-09-17 00:00:00,98020091458039,4,149.4315300848204,0.19,4,Unknown
132,2019-08-15 00:00:00,2404178036246,3,451.64958116738967,0.19,3,Mobile Phone
133,2019-09-01 00:00:00,63200906034394,3,970.9482363034558,0.19,3,Mobile Phone
134,2019-09-26 00:00:00,76263612485018,2,664.8523635456994,0.19,2,Tablet
135,2019-09-11 00:00:00,79057738218250,2,20.78715172741493,0.07,2,Tablet
136,2019-10-15 00:00:00,74811486670216,4,291.23737483433234,0.19,4,Unknown
137,2019-10-25 00:00:00,39968721847105,4,151.66601547254274,0.07,4,Unknown
138,2019-08-13 00:00:00,57768575774419,4,0.7062288375699118,0.07,4,Unknown
139,2019-09-10 00:00:00,46626363688036,4,31.99822171137122,0.07,4,Unknown
140,2019-08-15 00:00:00,26379414989804,1,100.02399696692336,0.19,1,Desktop
141,2019-09-13 00:00:00,86373249798687,2,607.2191027622825,0.07,2,Tablet
142,2019-09-28 00:00:00,73041876226907,4,259.3238230814669,0.19,4,Unknown
143,2019-10-19 00:00:00,82937968309427,3,327.00143097396045,0.07,3,Mobile Phone
144,2019-10-20 00:00:00,31874138200182,4,628.659636979511,0.07,4,Unknown
145,2019-08-22 00:00:00,8746901373044,2,14.656920157725756,0.19,2,Tablet
146,2019-09-09 00:00:00,32766694536511,3,187.04082499419485,0.07,3,Mobile Phone
147,2019-08-11 00:00:00,53380026029283,3,282.8701838030323,0.19,3,Mobile Phone
148,2019-08-17 00:00:00,64694086206474,4,224.25857518136897,0.07,4,Unknown
149,2019-09-17 00:00:00,78033327432238,1,246.46542439826936,0.07,1,Desktop
150,2019-08-07 00:00:00,61596726268355,4,394.891125149364,0.07,4,Unknown
151,2019-09-22 00:00:00,696471322797,2,251.89656591696595,0.07,2,Tablet
152,2019-10-18 00:00:00,17074544653216,1,530.493660202678,0.07,1,Desktop
153,2019-10-26 00:00:00,46867499719996,1,555.7399126317155,0.19,1,Desktop
154,2019-10-27 00:00:00,72515262185313,2,603.1222577620421,0.19,2,Tablet
155,2019-08-06 00:00:00,29338400618673,1,139.88234726704218,0.19,1,Desktop
156,2019-11-01 00:00:00,58384091037630,4,540.1745231857708,0.07,4,Unknown
157,2019-10-22 00:00:00,75044192427365,3,130.8713474143841,0.07,3,Mobile Phone
158,2019-10-19 00:00:00,82022647357682,4,572.7850898166172,0.07,4,Unknown
159,2019-08-11 00:00:00,72714931690865,1,874.2982203791586,0.19,1,Desktop
160,2019-10-24 00:00:00,99094913875672,1,214.27239402073494,0.19,1,Desktop
161,2019-10-11 00:00:00,48838228682393,3,444.7177112936126,0.19,3,Mobile Phone
162,2019-10-21 00:00:00,12832092260284,1,56.544858743772515,0.19,1,Desktop
163,2019-09-20 00:00:00,28393368948826,2,115.46337310232732,0.19,2,Tablet
164,2019-08-30 00:00:00,45281151514884,4,343.7369514256555,0.19,4,Unknown
165,2019-08-06 00:00:00,18806762222218,4,442.1165845411302,0.19,4,Unknown
166,2019-11-03 00:00:00,48133977535357,1,739.1754726968761,0.07,1,Desktop
167,2019-09-14 00:00:00,86291335955461,1,352.28577486476763,0.07,1,Desktop
168,2019-10-03 00:00:00,10441179245759,4,471.1804060393489,0.07,4,Unknown
169,2019-09-07 00:00:00,86202254902906,2,108.92809010239434,0.07,2,Tablet
170,2019-09-13 00:00:00,6397692115309,2,453.1833056617969,0.07,2,Tablet
171,2019-10-09 00:00:00,49451679619828,4,629.1439832864608,0.19,4,Unknown
172,2019-11-03 00:00:00,85329349401224,2,36.921665769597546,0.19,2,Tablet
173,2019-11-03 00:00:00,11478239028512,4,998.2633212117975,0.19,4,Unknown
174,2019-09-10 00:00:00,79540047544052,4,261.31132375257306,0.19,4,Unknown
175,2019-10-24 00:00:00,25249238738718,3,201.14553626235022,0.19,3,Mobile Phone
176,2019-09-28 00:00:00,92028604144104,1,80.68133488109169,0.19,1,Desktop
177,2019-10-08 00:00:00,38469549974220,2,142.75124791901698,0.07,2,Tablet
178,2019-09-20 00:00:00,31147233899056,2,22.353507021340164,0.19,2,Tablet
179,2019-10-13 00:00:00,72166646925123,1,390.71445711110596,0.19,1,Desktop
180,2019-10-29 00:00:00,20822310027153,4,249.25227788828343,0.07,4,Unknown
181,2019-08-29 00:00:00,17015371063415,4,535.3201430057028,0.07,4,Unknown
182,2019-09-28 00:00:00,84610345702327,3,138.38597874070985,0.07,3,Mobile Phone
183,2019-09-05 00:00:00,98414938682825,4,133.80666484427095,0.07,4,Unknown
184,2019-10-23 00:00:00,63166487186959,2,437.43001920699436,0.19,2,Tablet
185,2019-08-28 00:00:00,78621644312950,3,18.901509471107097,0.19,3,Mobile Phone
186,2019-10-25 00:00:00,2521639348317,4,554.0803005584199,0.07,4,Unknown
187,2019-10-02 00:00:00,37199673053588,1,400.6800707953157,0.19,1,Desktop
188,2019-08-26 00:00:00,77897436341417,1,409.406230745227,0.07,1,Desktop
189,2019-08-24 00:00:00,82720402786607,3,163.14809206784363,0.07,3,Mobile Phone
190,2019-10-08 00:00:00,61217730502305,1,392.3569163657419,0.07,1,Desktop
191,2019-10-13 00:00:00,15349552823277,3,934.62020293792,0.19,3,Mobile Phone
192,2019-10-29 00:00:00,83156790900938,2,231.59957449744095,0.07,2,Tablet
193,2019-10-16 00:00:00,81429640855024,3,415.9735481198301,0.19,3,Mobile Phone
194,2019-09-01 00:00:00,26726126683197,1,709.0786447808395,0.07,1,Desktop
195,2019-08-21 00:00:00,67272237547020,1,548.7654077595018,0.19,1,Desktop
196,2019-08-27 00:00:00,57272798494141,3,507.0968079265612,0.07,3,Mobile Phone
197,2019-09-07 00:00:00,37634138685633,2,227.6177444248887,0.19,2,Tablet
198,2019-08-22 00:00:00,65668315736227,2,500.64300426125703,0.07,2,Tablet
199,2019-08-09 00:00:00,77625437166605,1,604.3134387406485,0.19,1,Desktop
200,2019-10-28 00:00:00,37532206428843,3,280.21167422517334,0.19,3,Mobile Phone
201,2019-09-15 00:00:00,17556095599792,4,547.9087201557835,0.07,4,Unknown
202,2019-09-14 00:00:00,32601703238920,4,556.6097240620431,0.19,4,Unknown
203,2019-08-12 00:00:00,8211386250130,3,250.9964636895766,0.07,3,Mobile Phone
204,2019-10-23 00:00:00,18382673212693,1,506.7979339100008,0.19,1,Desktop
205,2019-09-01 00:00:00,22399115224220,1,917.6137894330511,0.07,1,Desktop
206,2019-10-05 00:00:00,38712799665538,4,493.02450177621745,0.07,4,Unknown
207,2019-10-26 00:00:00,93507204971755,3,294.08420188273436,0.19,3,Mobile Phone
208,2019-10-21 00:00:00,7382127522277,1,460.4631737888854,0.07,1,Desktop
209,2019-09-20 00:00:00,10698522990654,4,145.80845242743564,0.07,4,Unknown
210,2019-08-11 00:00:00,68338791853544,4,562.6301024388637,0.07,4,Unknown
211,2019-08-08 00:00:00,90315681642134,1,294.67777772447585,0.19,1,Desktop
212,2019-09-20 00:00:00,55768570081962,3,351.5746521109473,0.19,3,Mobile Phone
213,2019-09-28 00:00:00,2507880091335,4,110.7007450226147,0.07,4,Unknown
214,2019-09-19 00:00:00,35353957232995,4,475.2482535894238,0.07,4,Unknown
215,2019-10-01 00:00:00,93685526993860,4,10.710858900475307,0.07,4,Unknown
216,2019-10-09 00:00:00,40278915353239,4,528.3442190767494,0.07,4,Unknown
217,2019-08-16 00:00:00,87409142901766,2,561.6626824617156,0.07,2,Tablet
218,2019-09-13 00:00:00,37532206428843,4,291.1131932157718,0.19,4,Unknown
219,2019-09-03 00:00:00,2086917030708,1,614.4324687226144,0.07,1,Desktop
220,2019-10-29 00:00:00,64847350491582,4,631.7038638164568,0.19,4,Unknown
221,2019-10-22 00:00:00,12112217177864,4,152.18627537039538,0.19,4,Unknown
222,2019-10-03 00:00:00,15879709360611,1,583.5006640097528,0.19,1,Desktop
223,2019-10-17 00:00:00,1988258251896,2,144.59975374894634,0.07,2,Tablet
224,2019-10-05 00:00:00,49586564372940,3,438.5021881851513,0.07,3,Mobile Phone
225,2019-09-08 00:00:00,50858910942896,3,7.518344555604406,0.19,3,Mobile Phone
226,2019-09-07 00:00:00,59210507405112,3,69.8984158344977,0.19,3,Mobile Phone
227,2019-08-29 00:00:00,84614719586455,1,135.95271736507345,0.07,1,Desktop
228,2019-10-06 00:00:00,19687282188823,2,973.4311640887736,0.19,2,Tablet
229,2019-10-23 00:00:00,53067635695797,2,380.24841361916157,0.19,2,Tablet
230,2019-09-12 00:00:00,19687282188823,3,325.6122741967542,0.19,3,Mobile Phone
231,2019-08-07 00:00:00,4058704125570,1,117.3079115857127,0.19,1,Desktop
232,2019-10-30 00:00:00,95197492184610,4,282.92961188022167,0.07,4,Unknown
233,2019-09-22 00:00:00,76304454656332,3,236.56828569805134,0.19,3,Mobile Phone
234,2019-08-28 00:00:00,38255290592927,2,376.1688976990816,0.07,2,Tablet
235,2019-10-11 00:00:00,10827646079247,1,661.4556710290909,0.07,1,Desktop
236,2019-09-22 00:00:00,90765096333427,4,522.6567476285796,0.07,4,Unknown
237,2019-10-05 00:00:00,13338811947619,1,635.8503549321716,0.07,1,Desktop
238,2019-08-17 00:00:00,31381868671164,4,452.19397209471646,0.07,4,Unknown
239,2019-10-03 00:00:00,36167575509560,3,338.8173391852433,0.07,3,Mobile Phone
240,2019-09-14 00:00:00,27567058713509,4,291.21706595773037,0.19,4,Unknown
241,2019-08-29 00:00:00,66936803455365,3,579.0358158292873,0.07,3,Mobile Phone
242,2019-10-15 00:00:00,98198722289603,3,464.5474344930545,0.19,3,Mobile Phone
243,2019-10-01 00:00:00,58289270550674,4,377.7792213281058,0.07,4,Unknown
244,2019-08-20 00:00:00,14497740870073,4,155.39240007138807,0.19,4,Unknown
245,2019-08-31 00:00:00,17712536102649,4,373.76730690237986,0.19,4,Unknown
246,2019-08-26 00:00:00,95237120994766,2,515.4785874996379,0.19,2,Tablet
247,2019-09-23 00:00:00,21443715510070,2,482.7969355262107,0.19,2,Tablet
248,2019-09-06 00:00:00,65457803850577,2,603.0611301080017,0.07,2,Tablet
249,2019-08-19 00:00:00,8119136818471,2,422.28143897107765,0.07,2,Tablet
250,2019-09-29 00:00:00,50853147901423,2,292.69222796167685,0.07,2,Tablet
251,2019-10-10 00:00:00,91931974797392,3,408.80348385010524,0.19,3,Mobile Phone
252,2019-10-02 00:00:00,83577995191748,3,386.0481416056063,0.19,3,Mobile Phone
253,2019-10-04 00:00:00,13211367900270,3,610.511663045861,0.07,3,Mobile Phone
254,2019-08-21 00:00:00,40692451581985,1,281.11665950088087,0.19,1,Desktop
255,2019-10-22 00:00:00,27930497600262,2,278.0926828217213,0.19,2,Tablet
256,2019-09-20 00:00:00,99126830143165,3,204.50713281506177,0.19,3,Mobile Phone
257,2019-10-01 00:00:00,80065136783836,1,544.204646790201,0.07,1,Desktop
258,2019-10-03 00:00:00,52376183538822,1,323.3392056563565,0.19,1,Desktop
259,2019-10-20 00:00:00,2666045211699,2,58.968174793014526,0.07,2,Tablet
260,2019-09-15 00:00:00,35601601087149,3,550.2175265295233,0.07,3,Mobile Phone
261,2019-10-08 00:00:00,25662618227295,3,241.710376059996,0.19,3,Mobile Phone
262,2019-08-30 00:00:00,59506003137877,1,468.04891453575925,0.07,1,Desktop
263,2019-08-26 00:00:00,35174727331619,2,543.0766880565892,0.07,2,Tablet
264,2019-09-07 00:00:00,2339074478104,1,523.3169310602512,0.19,1,Desktop
265,2019-09-26 00:00:00,14262500170292,4,567.332343869059,0.19,4,Unknown
266,2019-08-29 00:00:00,60844228528810,4,552.9802156909398,0.19,4,Unknown
267,2019-09-03 00:00:00,55799729262919,3,89.48154818285464,0.07,3,Mobile Phone
268,2019-10-10 00:00:00,46735096856415,4,36.219024631049365,0.19,4,Unknown
269,2019-10-03 00:00:00,95078718581654,4,120.71079257169971,0.07,4,Unknown
270,2019-08-10 00:00:00,71609081202171,4,621.2105370265635,0.19,4,Unknown
271,2019-08-31 00:00:00,44944277658386,1,468.05361750548917,0.07,1,Desktop
272,2019-10-18 00:00:00,2404178036246,1,129.93532600229383,0.07,1,Desktop
273,2019-08-18 00:00:00,96667340588795,1,589.6532429722843,0.07,1,Desktop
274,2019-09-13 00:00:00,88367278839508,1,106.2182968077011,0.07,1,Desktop
275,2019-08-19 00:00:00,10674636295267,3,543.4361436602679,0.07,3,Mobile Phone
276,2019-10-02 00:00:00,60723483660888,1,371.21049065158417,0.19,1,Desktop
277,2019-10-17 00:00:00,20036311839020,3,133.9247230978723,0.19,3,Mobile Phone
278,2019-11-01 00:00:00,54025513931879,1,295.9236421241506,0.19,1,Desktop
279,2019-09-17 00:00:00,56506946116975,2,395.51641504340296,0.19,2,Tablet
280,2019-11-02 00:00:00,97918556949769,1,90.61042831383337,0.07,1,Desktop
281,2019-08-16 00:00:00,46073391748758,2,460.1630192581229,0.07,2,Tablet
282,2019-10-21 00:00:00,13288310009225,2,365.4480687909665,0.07,2,Tablet
283,2019-09-22 00:00:00,11346661602529,1,50.53628270445609,0.19,1,Desktop
284,2019-09-01 00:00:00,8181768934502,2,71.1578235456758,0.19,2,Tablet
285,2019-10-21 00:00:00,73293765302634,3,403.84034196556905,0.19,3,Mobile Phone
286,2019-08-07 00:00:00,29456898890357,4,218.28077337581357,0.07,4,Unknown
287,2019-10-28 00:00:00,13254512462375,2,310.83258483105885,0.19,2,Tablet
288,2019-09-26 00:00:00,53037315548969,2,12.997138126893875,0.19,2,Tablet
289,2019-09-08 00:00:00,35868083522548,1,620.3180606399145,0.07,1,Desktop
290,2019-09-03 00:00:00,54686232484756,4,682.1792908559726,0.07,4,Unknown
291,2019-09-09 00:00:00,5229891965018,2,572.3783177538921,0.19,2,Tablet
292,2019-08-15 00:00:00,21581068597227,3,524.2133691453857,0.19,3,Mobile Phone
293,2019-08-28 00:00:00,84725499961911,3,433.50570399933827,0.07,3,Mobile Phone
294,2019-10-10 00:00:00,25793115747188,2,309.59301568457903,0.19,2,Tablet
295,2019-10-12 00:00:00,12770198341288,4,176.52819574451047,0.19,4,Unknown
296,2019-08-27 00:00:00,62460955269333,1,353.6029938250668,0.19,1,Desktop
297,2019-10-15 00:00:00,66493906025687,4,486.0746793139452,0.07,4,Unknown
298,2019-10-19 00:00:00,35254955759386,2,530.0014957465388,0.07,2,Tablet
299,2019-09-18 00:00:00,59238814497747,2,608.010172947874,0.07,2,Tablet
300,2019-10-05 00:00:00,6650846820916,4,377.4357836779158,0.19,4,Unknown
301,2019-08-21 00:00:00,45546484045065,1,346.61713853069404,0.07,1,Desktop
302,2019-09-21 00:00:00,81673733125078,2,119.41004995903506,0.07,2,Tablet
303,2019-08-07 00:00:00,811945222094,3,311.48343781989706,0.19,3,Mobile Phone
304,2019-08-26 00:00:00,62055983495027,2,340.67125458994377,0.07,2,Tablet
305,2019-08-31 00:00:00,66981520617716,3,162.881820592105,0.19,3,Mobile Phone
306,2019-08-16 00:00:00,28393368948826,4,648.1327891608826,0.19,4,Unknown
307,2019-10-07 00:00:00,18959853076729,3,597.117572915565,0.19,3,Mobile Phone
308,2019-10-06 00:00:00,98387289449951,3,440.74254890389,0.19,3,Mobile Phone
309,2019-08-26 00:00:00,76110568798871,3,347.3376449316888,0.19,3,Mobile Phone
310,2019-09-18 00:00:00,22879843507858,1,391.7045766030921,0.07,1,Desktop
311,2019-08-24 00:00:00,38059726764377,4,241.50711802842912,0.07,4,Unknown
312,2019-08-06 00:00:00,95544654123292,3,301.5919159229122,0.07,3,Mobile Phone
313,2019-08-16 00:00:00,96883769273574,2,172.57611073766677,0.07,2,Tablet
314,2019-09-25 00:00:00,62556923106807,4,426.57714569207485,0.19,4,Unknown
315,2019-09-11 00:00:00,97050951631857,2,547.2620968766889,0.07,2,Tablet
316,2019-09-22 00:00:00,28791890098995,1,23.557190251778714,0.07,1,Desktop
317,2019-10-04 00:00:00,42470263856138,4,683.220187634001,0.07,4,Unknown
318,2019-09-25 00:00:00,10491952450672,3,609.5604295880402,0.19,3,Mobile Phone
319,2019-08-19 00:00:00,92862483328878,2,260.60824884434544,0.07,2,Tablet
320,2019-08-17 00:00:00,89383413204380,2,609.6304413377422,0.19,2,Tablet
321,2019-08-26 00:00:00,65004257238368,2,258.63084561482907,0.19,2,Tablet
322,2019-10-17 00:00:00,75118531672639,1,287.3376099303782,0.19,1,Desktop
323,2019-10-18 00:00:00,42616538380651,3,285.8996840703639,0.19,3,Mobile Phone
324,2019-10-17 00:00:00,37252412149199,2,97.46797651978457,0.19,2,Tablet
325,2019-10-12 00:00:00,62146801940663,2,97.06949401952973,0.07,2,Tablet
326,2019-10-03 00:00:00,17758634549650,2,412.84868030740023,0.19,2,Tablet
327,2019-09-08 00:00:00,56513401642207,4,79.9563605254009,0.07,4,Unknown
